,0,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
8317,8317,14767,2009HepbbIraq,Iraq,2009,Hepbb,MENA,60,594000,990000,22114324
8647,8647,15140,2009HepbbIsrael,Israel,2009,Hepbb,Industrialized,98,150000,153000,5971000
9065,9065,16048,2009HepbbKazakhstan,Kazakhstan,2009,Hepbb,CEECIS,97,347000,358000,15071300
9483,9483,16440,2009HepbbKiribati,Kiribati,2009,Hepbb,EAPR,52,2000,3000,81556
9901,9901,16642,2009HepbbKuwait,Kuwait,2009,Hepbb,MENA,99,57000,57000,1831119
10121,10121,17198,2009HepbbLatvia,Latvia,2009,Hepbb,Industrialized,97,22000,22000,2410019
10539,10539,17407,2009HepbbLebanon,Lebanon,2009,Hepbb,MENA,91,74000,82000,3693520
10957,10957,18116,2009HepbbLithuania,Lithuania,2009,Hepbb,Industrialized,98,31000,32000,3549331
11375,11375,18826,2009HepbbMalaysia,Malaysia,2009,Hepbb,EAPR,95,456000,480000,22114654
12035,12035,20740,2009HepbbMongolia,Mongolia,2009,Hepbb,EAPR,98,63000,64000,2355664
12805,12805,23310,2009HepbbOman,Oman,2009,Hepbb,MENA,99,65000,65000,2251864
13223,13223,23919,2009HepbbPanama,Panama,2009,Hepbb,LACR,78,59000,76000,2912316
13619,13619,24121,2009HepbbPapua New Guinea,Papua New Guinea,2009,Hepbb,EAPR,26,56000,217000,5581762
13905,13905,24529,2009HepbbPeru,Peru,2009,Hepbb,LACR,71,431000,608000,25658062
14257,14257,24745,2009HepbbPhilippines,Philippines,2009,Hepbb,EAPR,34,801000,2355000,74672014
14521,14521,24918,2009HepbbPoland,Poland,2009,Hepbb,Industrialized,93,369000,397000,38663481
14939,14939,25124,2009HepbbPortugal,Portugal,2009,Hepbb,Industrialized,95,94000,99000,10160196
15357,15357,25359,2009HepbbQatar,Qatar,2009,Hepbb,MENA,94,18000,19000,551562
15775,15775,26161,2009HepbbRomania,Romania,2009,Hepbb,CEECIS,97,213000,220000,22507344
16193,16193,27278,2009HepbbSamoa,Samoa,2009,Hepbb,EAPR,62,3000,5000,172839
16611,16611,27830,2009HepbbSaudi Arabia,Saudi Arabia,2009,Hepbb,MENA,98,594000,606000,19783304
17073,17073,28229,2009HepbbSerbia,Serbia,2009,Hepbb,CEECIS,99,94000,95000,7567745
17403,17403,28780,2009HepbbSingapore,Singapore,2009,Hepbb,EAPR,69,34000,49000,3927213
17755,17755,29331,2009HepbbSolomon Islands,Solomon Islands,2009,Hepbb,EAPR,71,12000,18000,390693
18151,18151,30597,2009HepbbSuriname,Suriname,2009,Hepbb,LACR,36,4000,11000,459831
18437,18437,31319,2009HepbbTajikistan,Tajikistan,2009,Hepbb,CEECIS,97,224000,231000,6027388
18921,18921,31957,2009HepbbTonga,Tonga,2009,Hepbb,EAPR,88,3000,3000,97032
19339,19339,32354,2009HepbbTunisia,Tunisia,2009,Hepbb,MENA,88,164000,187000,9509857
19603,19603,32551,2009HepbbTurkey,Turkey,2009,Hepbb,CEECIS,96,1252000,1304000,61329676
19955,19955,32741,2009HepbbTurkmenistan,Turkmenistan,2009,Hepbb,CEECIS,99,123000,125000,4413479
20329,20329,33275,2009HepbbUkraine,Ukraine,2009,Hepbb,CEECIS,73,358000,491000,50143939
20725,20725,33490,2009HepbbUnited Arab Emirates,United Arab Emirates,2009,Hepbb,MENA,98,88000,90000,2813214
21143,21143,34034,2009HepbbUnited States,United States,2009,Hepbb,Industrialized,61,2508000,4112000,275854000
21517,21517,34435,2009HepbbUzbekistan,Uzbekistan,2009,Hepbb,CEECIS,99,631000,637000,24051000
310,310,267,2009HepbbAlbania,Albania,2009,Hepbb,CEECIS,98,35000,36000,3108778
728,728,464,2009HepbbAlgeria,Algeria,2009,Hepbb,MENA,99,841000,849000,30623406
1058,1058,1189,2009HepbbArgentina,Argentina,2009,Hepbb,LACR,81,599000,740000,36467218
1388,1388,1407,2009HepbbArmenia,Armenia,2009,Hepbb,CEECIS,92,41000,44000,3089022
1806,1806,1973,2009HepbbAzerbaijan,Azerbaijan,2009,Hepbb,CEECIS,95,150000,158000,7982750
2268,2268,2876,2009HepbbBelarus,Belarus,2009,Hepbb,CEECIS,98,105000,107000,10026738
2774,2774,4370,2009HepbbBrazil,Brazil,2009,Hepbb,LACR,92,2783000,3025000,172318675
3192,3192,4594,2009HepbbBrunei Darussalam,Brunei Darussalam,2009,Hepbb,EAPR,99,7000,7000,326210
3610,3610,4813,2009HepbbBulgaria,Bulgaria,2009,Hepbb,CEECIS,98,73000,75000,8210624
4028,4028,5354,2009HepbbCabo Verde,Cabo Verde,2009,Hepbb,WCAR,91,10000,11000,420452
4402,4402,5527,2009HepbbCambodia,Cambodia,2009,Hepbb,EAPR,52,189000,364000,11886458
4666,4666,6533,2009HepbbChina,China,2009,Hepbb,EAPR,93,16213000,17433000,1252735000
5040,5040,7449,2009HepbbCosta Rica,Costa Rica,2009,Hepbb,LACR,87,62000,72000,3885430
5524,5524,8011,2009HepbbCuba,Cuba,2009,Hepbb,LACR,99,124000,125000,11084670
6096,6096,9395,2009HepbbDominican Republic,Dominican Republic,2009,Hepbb,LACR,58,120000,207000,8343283
6734,6734,11005,2009HepbbFiji,Fiji,2009,Hepbb,EAPR,90,17000,19000,806303
7130,7130,11926,2009HepbbGeorgia,Georgia,2009,Hepbb,CEECIS,73,41000,56000,4157192
7768,7768,13720,2009HepbbHonduras,Honduras,2009,Hepbb,LACR,72,151000,210000,6397151
8032,8032,14243,2009HepbbIndia,India,2009,Hepbb,ROSA,8,2117000,26457000,1038058156
8318,8318,14767,2009HepbbIraq,Iraq,2009,Hepbb,MENA,60,594000,990000,22802064
8648,8648,15140,2009HepbbIsrael,Israel,2009,Hepbb,Industrialized,98,150000,153000,6125000
9066,9066,16048,2009HepbbKazakhstan,Kazakhstan,2009,Hepbb,CEECIS,97,347000,358000,14928426
9484,9484,16440,2009HepbbKiribati,Kiribati,2009,Hepbb,EAPR,52,2000,3000,82972
9902,9902,16642,2009HepbbKuwait,Kuwait,2009,Hepbb,MENA,99,57000,57000,1951636
10122,10122,17198,2009HepbbLatvia,Latvia,2009,Hepbb,Industrialized,97,22000,22000,2390482
10540,10540,17407,2009HepbbLebanon,Lebanon,2009,Hepbb,MENA,91,74000,82000,3747766
10958,10958,18116,2009HepbbLithuania,Lithuania,2009,Hepbb,Industrialized,98,31000,32000,3524238
11376,11376,18826,2009HepbbMalaysia,Malaysia,2009,Hepbb,EAPR,95,456000,480000,22661298
12036,12036,20740,2009HepbbMongolia,Mongolia,2009,Hepbb,EAPR,98,63000,64000,2376225
12806,12806,23310,2009HepbbOman,Oman,2009,Hepbb,MENA,99,65000,65000,2254904
13224,13224,23919,2009HepbbPanama,Panama,2009,Hepbb,LACR,78,59000,76000,2971196
13620,13620,24121,2009HepbbPapua New Guinea,Papua New Guinea,2009,Hepbb,EAPR,26,56000,217000,5716161
13906,13906,24529,2009HepbbPeru,Peru,2009,Hepbb,LACR,71,431000,608000,26078293
14258,14258,24745,2009HepbbPhilippines,Philippines,2009,Hepbb,EAPR,34,801000,2355000,76325927
14522,14522,24918,2009HepbbPoland,Poland,2009,Hepbb,Industrialized,93,369000,397000,38660271
14940,14940,25124,2009HepbbPortugal,Portugal,2009,Hepbb,Industrialized,95,94000,99000,10217828
15358,15358,25359,2009HepbbQatar,Qatar,2009,Hepbb,MENA,94,18000,19000,570489
15776,15776,26161,2009HepbbRomania,Romania,2009,Hepbb,CEECIS,97,213000,220000,22472040
16194,16194,27278,2009HepbbSamoa,Samoa,2009,Hepbb,EAPR,62,3000,5000,173609
16612,16612,27830,2009HepbbSaudi Arabia,Saudi Arabia,2009,Hepbb,MENA,98,594000,606000,20194527
17074,17074,28229,2009HepbbSerbia,Serbia,2009,Hepbb,CEECIS,99,94000,95000,7540401
17404,17404,28780,2009HepbbSingapore,Singapore,2009,Hepbb,EAPR,69,34000,49000,3958723
17756,17756,29331,2009HepbbSolomon Islands,Solomon Islands,2009,Hepbb,EAPR,71,12000,18000,401586
18152,18152,30597,2009HepbbSuriname,Suriname,2009,Hepbb,LACR,36,4000,11000,465385
18438,18438,31319,2009HepbbTajikistan,Tajikistan,2009,Hepbb,CEECIS,97,224000,231000,6119661
18922,18922,31957,2009HepbbTonga,Tonga,2009,Hepbb,EAPR,88,3000,3000,97482
19340,19340,32354,2009HepbbTunisia,Tunisia,2009,Hepbb,MENA,88,164000,187000,9613588
19604,19604,32551,2009HepbbTurkey,Turkey,2009,Hepbb,CEECIS,96,1252000,1304000,62287397
19956,19956,32741,2009HepbbTurkmenistan,Turkmenistan,2009,Hepbb,CEECIS,99,123000,125000,4466135
20330,20330,33275,2009HepbbUkraine,Ukraine,2009,Hepbb,CEECIS,73,358000,491000,49673350
20726,20726,33490,2009HepbbUnited Arab Emirates,United Arab Emirates,2009,Hepbb,MENA,98,88000,90000,2966034
21144,21144,34034,2009HepbbUnited States,United States,2009,Hepbb,Industrialized,61,2508000,4112000,279040000
21518,21518,34435,2009HepbbUzbekistan,Uzbekistan,2009,Hepbb,CEECIS,99,631000,637000,24311650
311,311,267,2009HepbbAlbania,Albania,2009,Hepbb,CEECIS,98,35000,36000,3089027
729,729,464,2009HepbbAlgeria,Algeria,2009,Hepbb,MENA,99,841000,849000,31042235
1059,1059,1189,2009HepbbArgentina,Argentina,2009,Hepbb,LACR,81,599000,740000,36870787
1389,1389,1407,2009HepbbArmenia,Armenia,2009,Hepbb,CEECIS,92,41000,44000,3069591
1807,1807,1973,2009HepbbAzerbaijan,Azerbaijan,2009,Hepbb,CEECIS,95,150000,158000,8048600
2269,2269,2876,2009HepbbBelarus,Belarus,2009,Hepbb,CEECIS,98,105000,107000,9979610
2775,2775,4370,2009HepbbBrazil,Brazil,2009,Hepbb,LACR,92,2783000,3025000,174790340
3193,3193,4594,2009HepbbBrunei Darussalam,Brunei Darussalam,2009,Hepbb,EAPR,99,7000,7000,333165
3611,3611,4813,2009HepbbBulgaria,Bulgaria,2009,Hepbb,CEECIS,98,73000,75000,8170172
4029,4029,5354,2009HepbbCabo Verde,Cabo Verde,2009,Hepbb,WCAR,91,10000,11000,428188
4403,4403,5527,2009HepbbCambodia,Cambodia,2009,Hepbb,EAPR,52,189000,364000,12155239
4667,4667,6533,2009HepbbChina,China,2009,Hepbb,EAPR,93,16213000,17433000,1262645000
5041,5041,7449,2009HepbbCosta Rica,Costa Rica,2009,Hepbb,LACR,87,62000,72000,3962372
5525,5525,8011,2009HepbbCuba,Cuba,2009,Hepbb,LACR,99,124000,125000,11126430
6097,6097,9395,2009HepbbDominican Republic,Dominican Republic,2009,Hepbb,LACR,58,120000,207000,8471321
6735,6735,11005,2009HepbbFiji,Fiji,2009,Hepbb,EAPR,90,17000,19000,811006
7131,7131,11926,2009HepbbGeorgia,Georgia,2009,Hepbb,CEECIS,73,41000,56000,4077131
7769,7769,13720,2009HepbbHonduras,Honduras,2009,Hepbb,LACR,72,151000,210000,6574509
8033,8033,14243,2009HepbbIndia,India,2009,Hepbb,ROSA,8,2117000,26457000,1056575549
8319,8319,14767,2009HepbbIraq,Iraq,2009,Hepbb,MENA,60,594000,990000,23497585
8649,8649,15140,2009HepbbIsrael,Israel,2009,Hepbb,Industrialized,98,150000,153000,6289000
9067,9067,16048,2009HepbbKazakhstan,Kazakhstan,2009,Hepbb,CEECIS,97,347000,358000,14883626
9485,9485,16440,2009HepbbKiribati,Kiribati,2009,Hepbb,EAPR,52,2000,3000,84396
9903,9903,16642,2009HepbbKuwait,Kuwait,2009,Hepbb,MENA,99,57000,57000,2045123
10123,10123,17198,2009HepbbLatvia,Latvia,2009,Hepbb,Industrialized,97,22000,22000,2367550
10541,10541,17407,2009HepbbLebanon,Lebanon,2009,Hepbb,MENA,91,74000,82000,3842778
10959,10959,18116,2009HepbbLithuania,Lithuania,2009,Hepbb,Industrialized,98,31000,32000,3499536
11377,11377,18826,2009HepbbMalaysia,Malaysia,2009,Hepbb,EAPR,95,456000,480000,23194257
12037,12037,20740,2009HepbbMongolia,Mongolia,2009,Hepbb,EAPR,98,63000,64000,2397418
12807,12807,23310,2009HepbbOman,Oman,2009,Hepbb,MENA,99,65000,65000,2267973
13225,13225,23919,2009HepbbPanama,Panama,2009,Hepbb,LACR,78,59000,76000,3030328
13621,13621,24121,2009HepbbPapua New Guinea,Papua New Guinea,2009,Hepbb,EAPR,26,56000,217000,5847586
13907,13907,24529,2009HepbbPeru,Peru,2009,Hepbb,LACR,71,431000,608000,26459944
14259,14259,24745,2009HepbbPhilippines,Philippines,2009,Hepbb,EAPR,34,801000,2355000,77991755
14523,14523,24918,2009HepbbPoland,Poland,2009,Hepbb,Industrialized,93,369000,397000,38258629
14941,14941,25124,2009HepbbPortugal,Portugal,2009,Hepbb,Industrialized,95,94000,99000,10289898
15359,15359,25359,2009HepbbQatar,Qatar,2009,Hepbb,MENA,94,18000,19000,592468
15777,15777,26161,2009HepbbRomania,Romania,2009,Hepbb,CEECIS,97,213000,220000,22442971
16195,16195,27278,2009HepbbSamoa,Samoa,2009,Hepbb,EAPR,62,3000,5000,174454
16613,16613,27830,2009HepbbSaudi Arabia,Saudi Arabia,2009,Hepbb,MENA,98,594000,606000,20663843
17075,17075,28229,2009HepbbSerbia,Serbia,2009,Hepbb,CEECIS,99,94000,95000,7516346
17405,17405,28780,2009HepbbSingapore,Singapore,2009,Hepbb,EAPR,69,34000,49000,4027887
17757,17757,29331,2009HepbbSolomon Islands,Solomon Islands,2009,Hepbb,EAPR,71,12000,18000,412660
18153,18153,30597,2009HepbbSuriname,Suriname,2009,Hepbb,LACR,36,4000,11000,470949
18439,18439,31319,2009HepbbTajikistan,Tajikistan,2009,Hepbb,CEECIS,97,224000,231000,6216341
18923,18923,31957,2009HepbbTonga,Tonga,2009,Hepbb,EAPR,88,3000,3000,97973
19341,19341,32354,2009HepbbTunisia,Tunisia,2009,Hepbb,MENA,88,164000,187000,9708350
19605,19605,32551,2009HepbbTurkey,Turkey,2009,Hepbb,CEECIS,96,1252000,1304000,63240194
19957,19957,32741,2009HepbbTurkmenistan,Turkmenistan,2009,Hepbb,CEECIS,99,123000,125000,4516133
20331,20331,33275,2009HepbbUkraine,Ukraine,2009,Hepbb,CEECIS,73,358000,491000,49175848
20727,20727,33490,2009HepbbUnited Arab Emirates,United Arab Emirates,2009,Hepbb,MENA,98,88000,90000,3134062
21145,21145,34034,2009HepbbUnited States,United States,2009,Hepbb,Industrialized,61,2508000,4112000,282162411
21519,21519,34435,2009HepbbUzbekistan,Uzbekistan,2009,Hepbb,CEECIS,99,631000,637000,24650400
312,312,267,2009HepbbAlbania,Albania,2009,Hepbb,CEECIS,98,35000,36000,3060173
730,730,464,2009HepbbAlgeria,Algeria,2009,Hepbb,MENA,99,841000,849000,31451514
1060,1060,1189,2009HepbbArgentina,Argentina,2009,Hepbb,LACR,81,599000,740000,37275652
1390,1390,1407,2009HepbbArmenia,Armenia,2009,Hepbb,CEECIS,92,41000,44000,3050687
1808,1808,1973,2009HepbbAzerbaijan,Azerbaijan,2009,Hepbb,CEECIS,95,150000,158000,8111200
2270,2270,2876,2009HepbbBelarus,Belarus,2009,Hepbb,CEECIS,98,105000,107000,9928549
2776,2776,4370,2009HepbbBrazil,Brazil,2009,Hepbb,LACR,92,2783000,3025000,177196054
3194,3194,4594,2009HepbbBrunei Darussalam,Brunei Darussalam,2009,Hepbb,EAPR,99,7000,7000,340034
3612,3612,4813,2009HepbbBulgaria,Bulgaria,2009,Hepbb,CEECIS,98,73000,75000,8009142
4030,4030,5354,2009HepbbCabo Verde,Cabo Verde,2009,Hepbb,WCAR,91,10000,11000,435709
4404,4404,5527,2009HepbbCambodia,Cambodia,2009,Hepbb,EAPR,52,189000,364000,12405408
4668,4668,6533,2009HepbbChina,China,2009,Hepbb,EAPR,93,16213000,17433000,1271850000
5042,5042,7449,2009HepbbCosta Rica,Costa Rica,2009,Hepbb,LACR,87,62000,72000,4034074
5526,5526,8011,2009HepbbCuba,Cuba,2009,Hepbb,LACR,99,124000,125000,11164667
6098,6098,9395,2009HepbbDominican Republic,Dominican Republic,2009,Hepbb,LACR,58,120000,207000,8598601
6736,6736,11005,2009HepbbFiji,Fiji,2009,Hepbb,EAPR,90,17000,19000,813925
7132,7132,11926,2009HepbbGeorgia,Georgia,2009,Hepbb,CEECIS,73,41000,56000,4014373
7770,7770,13720,2009HepbbHonduras,Honduras,2009,Hepbb,LACR,72,151000,210000,6751912
8034,8034,14243,2009HepbbIndia,India,2009,Hepbb,ROSA,8,2117000,26457000,1075000085
8320,8320,14767,2009HepbbIraq,Iraq,2009,Hepbb,MENA,60,594000,990000,24208180
8650,8650,15140,2009HepbbIsrael,Israel,2009,Hepbb,Industrialized,98,150000,153000,6439000
9068,9068,16048,2009HepbbKazakhstan,Kazakhstan,2009,Hepbb,CEECIS,97,347000,358000,14858335
9486,9486,16440,2009HepbbKiribati,Kiribati,2009,Hepbb,EAPR,52,2000,3000,85849
9904,9904,16642,2009HepbbKuwait,Kuwait,2009,Hepbb,MENA,99,57000,57000,2103282
10124,10124,17198,2009HepbbLatvia,Latvia,2009,Hepbb,Industrialized,97,22000,22000,2337170
10542,10542,17407,2009HepbbLebanon,Lebanon,2009,Hepbb,MENA,91,74000,82000,3991001
10960,10960,18116,2009HepbbLithuania,Lithuania,2009,Hepbb,Industrialized,98,31000,32000,3470818
11378,11378,18826,2009HepbbMalaysia,Malaysia,2009,Hepbb,EAPR,95,456000,480000,23709119
12038,12038,20740,2009HepbbMongolia,Mongolia,2009,Hepbb,EAPR,98,63000,64000,2419588
12808,12808,23310,2009HepbbOman,Oman,2009,Hepbb,MENA,99,65000,65000,2294962
13226,13226,23919,2009HepbbPanama,Panama,2009,Hepbb,LACR,78,59000,76000,3089648
13622,13622,24121,2009HepbbPapua New Guinea,Papua New Guinea,2009,Hepbb,EAPR,26,56000,217000,5974629
13908,13908,24529,2009HepbbPeru,Peru,2009,Hepbb,LACR,71,431000,608000,26799285
14260,14260,24745,2009HepbbPhilippines,Philippines,2009,Hepbb,EAPR,34,801000,2355000,79672873
14524,14524,24918,2009HepbbPoland,Poland,2009,Hepbb,Industrialized,93,369000,397000,38248076
14942,14942,25124,2009HepbbPortugal,Portugal,2009,Hepbb,Industrialized,95,94000,99000,10362722
15360,15360,25359,2009HepbbQatar,Qatar,2009,Hepbb,MENA,94,18000,19000,615012
15778,15778,26161,2009HepbbRomania,Romania,2009,Hepbb,CEECIS,97,213000,220000,22131970
16196,16196,27278,2009HepbbSamoa,Samoa,2009,Hepbb,EAPR,62,3000,5000,175392
16614,16614,27830,2009HepbbSaudi Arabia,Saudi Arabia,2009,Hepbb,MENA,98,594000,606000,21202642
17076,17076,28229,2009HepbbSerbia,Serbia,2009,Hepbb,CEECIS,99,94000,95000,7503433
17406,17406,28780,2009HepbbSingapore,Singapore,2009,Hepbb,EAPR,69,34000,49000,4138012
17758,17758,29331,2009HepbbSolomon Islands,Solomon Islands,2009,Hepbb,EAPR,71,12000,18000,423944
18154,18154,30597,2009HepbbSuriname,Suriname,2009,Hepbb,LACR,36,4000,11000,476579
18440,18440,31319,2009HepbbTajikistan,Tajikistan,2009,Hepbb,CEECIS,97,224000,231000,6318513
18924,18924,31957,2009HepbbTonga,Tonga,2009,Hepbb,EAPR,88,3000,3000,98487
19342,19342,32354,2009HepbbTunisia,Tunisia,2009,Hepbb,MENA,88,164000,187000,9793903
19606,19606,32551,2009HepbbTurkey,Turkey,2009,Hepbb,CEECIS,96,1252000,1304000,64192243
19958,19958,32741,2009HepbbTurkmenistan,Turkmenistan,2009,Hepbb,CEECIS,99,123000,125000,4564083
20332,20332,33275,2009HepbbUkraine,Ukraine,2009,Hepbb,CEECIS,73,358000,491000,48683865
20728,20728,33490,2009HepbbUnited Arab Emirates,United Arab Emirates,2009,Hepbb,MENA,98,88000,90000,3302719
21146,21146,34034,2009HepbbUnited States,United States,2009,Hepbb,Industrialized,61,2508000,4112000,284968955
21520,21520,34435,2009HepbbUzbekistan,Uzbekistan,2009,Hepbb,CEECIS,99,631000,637000,24964450
313,313,267,2009HepbbAlbania,Albania,2009,Hepbb,CEECIS,98,35000,36000,3051010
731,731,464,2009HepbbAlgeria,Algeria,2009,Hepbb,MENA,99,841000,849000,31855109
1061,1061,1189,2009HepbbArgentina,Argentina,2009,Hepbb,LACR,81,599000,740000,37681749
1391,1391,1407,2009HepbbArmenia,Armenia,2009,Hepbb,CEECIS,92,41000,44000,3033978
1809,1809,1973,2009HepbbAzerbaijan,Azerbaijan,2009,Hepbb,CEECIS,95,150000,158000,8171950
2271,2271,2876,2009HepbbBelarus,Belarus,2009,Hepbb,CEECIS,98,105000,107000,9865548
2777,2777,4370,2009HepbbBrazil,Brazil,2009,Hepbb,LACR,92,2783000,3025000,179537520
3195,3195,4594,2009HepbbBrunei Darussalam,Brunei Darussalam,2009,Hepbb,EAPR,99,7000,7000,346782
3613,3613,4813,2009HepbbBulgaria,Bulgaria,2009,Hepbb,CEECIS,98,73000,75000,7837161
4031,4031,5354,2009HepbbCabo Verde,Cabo Verde,2009,Hepbb,WCAR,91,10000,11000,442951
4405,4405,5527,2009HepbbCambodia,Cambodia,2009,Hepbb,EAPR,52,189000,364000,12637727
4669,4669,6533,2009HepbbChina,China,2009,Hepbb,EAPR,93,16213000,17433000,1280400000
5043,5043,7449,2009HepbbCosta Rica,Costa Rica,2009,Hepbb,LACR,87,62000,72000,4100925
5527,5527,8011,2009HepbbCuba,Cuba,2009,Hepbb,LACR,99,124000,125000,11199651
6099,6099,9395,2009HepbbDominican Republic,Dominican Republic,2009,Hepbb,LACR,58,120000,207000,8724975
6737,6737,11005,2009HepbbFiji,Fiji,2009,Hepbb,EAPR,90,17000,19000,815257
7133,7133,11926,2009HepbbGeorgia,Georgia,2009,Hepbb,CEECIS,73,41000,56000,3978515
7771,7771,13720,2009HepbbHonduras,Honduras,2009,Hepbb,LACR,72,151000,210000,6929265
8035,8035,14243,2009HepbbIndia,India,2009,Hepbb,ROSA,8,2117000,26457000,1093317189
8321,8321,14767,2009HepbbIraq,Iraq,2009,Hepbb,MENA,60,594000,990000,24931919
8651,8651,15140,2009HepbbIsrael,Israel,2009,Hepbb,Industrialized,98,150000,153000,6570000
9069,9069,16048,2009HepbbKazakhstan,Kazakhstan,2009,Hepbb,CEECIS,97,347000,358000,14858948
9487,9487,16440,2009HepbbKiribati,Kiribati,2009,Hepbb,EAPR,52,2000,3000,87305
9905,9905,16642,2009HepbbKuwait,Kuwait,2009,Hepbb,MENA,99,57000,57000,2136997
10125,10125,17198,2009HepbbLatvia,Latvia,2009,Hepbb,Industrialized,97,22000,22000,2310173
10543,10543,17407,2009HepbbLebanon,Lebanon,2009,Hepbb,MENA,91,74000,82000,4182205
10961,10961,18116,2009HepbbLithuania,Lithuania,2009,Hepbb,Industrialized,98,31000,32000,3443067
11379,11379,18826,2009HepbbMalaysia,Malaysia,2009,Hepbb,EAPR,95,456000,480000,24208391
12039,12039,20740,2009HepbbMongolia,Mongolia,2009,Hepbb,EAPR,98,63000,64000,2443271
12809,12809,23310,2009HepbbOman,Oman,2009,Hepbb,MENA,99,65000,65000,2334858
13227,13227,23919,2009HepbbPanama,Panama,2009,Hepbb,LACR,78,59000,76000,3149188
13623,13623,24121,2009HepbbPapua New Guinea,Papua New Guinea,2009,Hepbb,EAPR,26,56000,217000,6098621
13909,13909,24529,2009HepbbPeru,Peru,2009,Hepbb,LACR,71,431000,608000,27100968
14261,14261,24745,2009HepbbPhilippines,Philippines,2009,Hepbb,EAPR,34,801000,2355000,81365258
14525,14525,24918,2009HepbbPoland,Poland,2009,Hepbb,Industrialized,93,369000,397000,38230364
14943,14943,25124,2009HepbbPortugal,Portugal,2009,Hepbb,Industrialized,95,94000,99000,10419631
15361,15361,25359,2009HepbbQatar,Qatar,2009,Hepbb,MENA,94,18000,19000,640868
15779,15779,26161,2009HepbbRomania,Romania,2009,Hepbb,CEECIS,97,213000,220000,21730496
16197,16197,27278,2009HepbbSamoa,Samoa,2009,Hepbb,EAPR,62,3000,5000,176407
16615,16615,27830,2009HepbbSaudi Arabia,Saudi Arabia,2009,Hepbb,MENA,98,594000,606000,21805313
17077,17077,28229,2009HepbbSerbia,Serbia,2009,Hepbb,CEECIS,99,94000,95000,7496522
17407,17407,28780,2009HepbbSingapore,Singapore,2009,Hepbb,EAPR,69,34000,49000,4175950
17759,17759,29331,2009HepbbSolomon Islands,Solomon Islands,2009,Hepbb,EAPR,71,12000,18000,435432
18155,18155,30597,2009HepbbSuriname,Suriname,2009,Hepbb,LACR,36,4000,11000,482235
18441,18441,31319,2009HepbbTajikistan,Tajikistan,2009,Hepbb,CEECIS,97,224000,231000,6426867
18925,18925,31957,2009HepbbTonga,Tonga,2009,Hepbb,EAPR,88,3000,3000,99022
19343,19343,32354,2009HepbbTunisia,Tunisia,2009,Hepbb,MENA,88,164000,187000,9871251
19607,19607,32551,2009HepbbTurkey,Turkey,2009,Hepbb,CEECIS,96,1252000,1304000,65145367
19959,19959,32741,2009HepbbTurkmenistan,Turkmenistan,2009,Hepbb,CEECIS,99,123000,125000,4610005
20333,20333,33275,2009HepbbUkraine,Ukraine,2009,Hepbb,CEECIS,73,358000,491000,48202500
20729,20729,33490,2009HepbbUnited Arab Emirates,United Arab Emirates,2009,Hepbb,MENA,98,88000,90000,3478777
21147,21147,34034,2009HepbbUnited States,United States,2009,Hepbb,Industrialized,61,2508000,4112000,287625193
21521,21521,34435,2009HepbbUzbekistan,Uzbekistan,2009,Hepbb,CEECIS,99,631000,637000,25271850
314,314,267,2009HepbbAlbania,Albania,2009,Hepbb,CEECIS,98,35000,36000,3039616
732,732,464,2009HepbbAlgeria,Algeria,2009,Hepbb,MENA,99,841000,849000,32264157
1062,1062,1189,2009HepbbArgentina,Argentina,2009,Hepbb,LACR,81,599000,740000,38087868
